_fov | developmentonly,clientdll,defensive | Automates fov command to server.
citadel_guided_bot_match_countdown_time | developmentonly,gamedll | 
citadel_guided_bot_match_hint_time_mult | clientdll,release | How much faster/slower to show hints in guided bot match mode
citadel_guided_bot_match_net_worth_boost | developmentonly,gamedll | 
citadel_guided_bot_match_net_worth_target | developmentonly,gamedll | 
citadel_guided_bot_match_report_card_time | developmentonly,gamedll | 
citadel_guided_bot_t1_boss_ignore_damage_threshold | gamedll,replicated,release | 
citadel_gun_iron_sights_threshold | developmentonly,gamedll,clientdll,replicated | When iron sights amount is greater than this value, we are considered in iron sights mode.
citadel_gun_max_spread_penalty | gamedll,clientdll,replicated,cheat | Max spread penalty you can incur from taking damage
citadel_healthbars_enabled | clientdll,release | 
citadel_hero_builds_universe | clientdll,release | 
citadel_hero_card_fake_party_member_count | developmentonly,clientdll | 
citadel_hero_challenge_status_fake_data | developmentonly,clientdll | Shows fake data for hero challenge status
citadel_hero_demo_enable_fast_stamina | gamedll,clientdll,replicated,release | Do we enable fast stamina cooldowns
citadel_hero_demo_enable_unlimited_ammo | gamedll,clientdll,replicated,release | Do we enable unlimited ammo
citadel_hero_demo_hero_spawn | gamedll,clientdll,replicated,release | Which hero do we spawn when we spawn and enemy or ally hero
citadel_hero_demo_infinite_resources | gamedll,clientdll,replicated,release | Do we start our hero demo with infinite resources
citadel_hero_demo_no_cooldowns | gamedll,clientdll,replicated,release | Do we start withough cooldowns when launching the hero demo map
citadel_hero_demo_no_death | gamedll,clientdll,replicated,release | Do we start withough death when launching the hero demo map
citadel_hero_demo_no_troopers | gamedll,clientdll,replicated,release | Do we start withough troopers when launching the hero demo map
citadel_hero_demo_persist_convars | gamedll,clientdll,replicated,release | Do we persist convars between sessions in hero demo
citadel_hero_demo_spawn_items | gamedll,clientdll,replicated,cheat,release | Items to give a hero post spawn
citadel_hero_demo_unlock_flex_slots | gamedll,clientdll,replicated,release | Do we start flex slots unlocked
citadel_hero_release_vote_august_2025_debug_votes_cast_total | developmentonly,gamedll | 
citadel_hero_release_vote_debug_remaining_votes | developmentonly,clientdll | 
citadel_hero_roster | clientdll,release | A comma separated list of hero IDs that hold the currently selected roster heroes
citadel_hero_roster_banned | clientdll,release | A comma separated list of hero IDs that hold the currently banned roster heroes
citadel_hero_roster_high_priority | clientdll,release | A comma separated list of hero IDs that hold the currently high priority roster heroes
citadel_hero_roster_preferred | clientdll,release | A comma separated list of hero IDs that hold the currently preferred roster heroes
citadel_hero_roster_random | clientdll,release | Is the hero roster set to random
citadel_hero_testing_dummy_target | gamedll,release | Dummy Target heroID if non-specified
citadel_hero_testing_enabled | gamedll,clientdll,replicated,release | 
citadel_hero_testing_give_abilities | gamedll,replicated,release | Grant Abilities on Character Spawn
citadel_hero_testing_infinite_money | gamedll,clientdll,replicated,release | Enable infinite money in Hero Testing
citadel_hero_testing_money | gamedll,replicated,release | How much money to buffer item purchases in Hero Testing
citadel_herolabs_schedule_override | developmentonly,clientdll | Override the hero labs schedule we think is assigned to your client
citadel_hide_botbrawl_after_brawl_wins | developmentonly,clientdll | 
citadel_hide_botbrawl_after_normal_wins | developmentonly,clientdll | 
citadel_hide_modifier_bars_on_left_hud | developmentonly,clientdll | 
citadel_hide_replay_hud | clientdll,release | 
citadel_hide_tutorial_after_brawl_wins | developmentonly,clientdll | 
citadel_hide_tutorial_after_normal_games | developmentonly,clientdll | 
citadel_hideout_ball_combat | developmentonly,gamedll,defensive | WIP Allow ball to transfer melee attacks.
citadel_hideout_ball_debug | gamedll,cheat | Show custom collision, ball kick impulses etc.
citadel_hideout_ball_show_juggle_count | developmentonly,gamedll,defensive | WIP Show juggle count on ball.
citadel_hideout_ball_show_juggle_fx | developmentonly,gamedll,defensive | WIP Show fx when hitting apex/landing on floor.
citadel_hideout_button_interact_distance | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_hideout_enable_testing_tools | developmentonly,clientdll | 
citadel_hideout_exclusive_mode | developmentonly,clientdll | 
citadel_hideout_hero_id | clientdll,release | 
citadel_hideout_intro_dismiss_escape_only | developmentonly,clientdll | 
citadel_hideout_intro_version_seen | clientdll,release | 
citadel_hideout_map_enabled | developmentonly,gamedll,clientdll,replicated | Cheat to make that map pretend its the hideout
citadel_hideout_npc_debug | developmentonly,gamedll | 
citadel_hideout_spoof_connection_state | developmentonly,clientdll | 
citadel_hideout_teleport_trigger_delay | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_hideout_tick_rate_override | gamedll,clientdll,replicated,release | 
citadel_hideout_use_lobby_server | developmentonly,clientdll | 
citadel_hint_system_disable | clientdll,release | Set to disable hints
citadel_hitbox_body_to_headshot_debug | developmentonly,gamedll,clientdll,replicated | 
citadel_hitbox_body_to_headshot_threshold | developmentonly,gamedll,clientdll,replicated | Distance threshold that we allow bullet to penetrate body to headshot.
citadel_hud_announcement_display_time_all_queued | developmentonly,clientdll,defensive | 
citadel_hud_announcement_display_time_max | developmentonly,clientdll,defensive | 
citadel_hud_announcement_force_single_levelup | developmentonly,clientdll,defensive | 
citadel_hud_build_category_max_height | developmentonly,clientdll | 
citadel_hud_build_category_min_height | developmentonly,clientdll | 
citadel_hud_build_category_min_width | developmentonly,clientdll | 
citadel_hud_chat_wheel | developmentonly,clientdll,defensive | 
citadel_hud_damage_counter_duration | developmentonly,clientdll,defensive | 
citadel_hud_exclusive_visible_id | clientdll,cheat | When set, only show the panel with the corresponding id
citadel_hud_heal_counter_duration | developmentonly,clientdll,defensive | 
citadel_hud_healthbars_use_new | clientdll,cheat,release | 
citadel_hud_healthbars_use_v2 | clientdll,cheat,release | 
citadel_hud_objective_health_debug_show_midboss | developmentonly,clientdll | 
citadel_hud_objective_health_debug_show_t3 | developmentonly,clientdll | 0=default 1=friendly 2=enemy 3=both
citadel_hud_objective_health_enabled | developmentonly,clientdll | Enable/Disable HUD-level objective health bars.  0=Off. 1=Shrines, Patron, Midboss. 2=T1s and T2s. 3=Barracks
citadel_hud_objective_health_idle_timeout | developmentonly,clientdll | After how many seconds of an objective is damage to hide its health on the HUD
citadel_hud_objective_health_lane_max_range | developmentonly,clientdll | 
citadel_hud_objective_health_t1_max_range | developmentonly,clientdll | 
citadel_hud_objective_health_t2_max_range | developmentonly,clientdll | 
citadel_hud_top_bar_enable_dynamic_player_position | developmentonly,clientdll,defensive | 
citadel_hud_visible | clientdll,release | Turns on/off rendering the HUD
citadel_idle_time | developmentonly,gamedll,defensive | How long a player needs to be idle before he counts as disconnected.
citadel_idle_time_grace_period | developmentonly,gamedll,defensive | How long a player needs to be idle we start putting that time towards their stored idle time.
citadel_idol_cashin_buff_count | gamedll,cheat | 
citadel_idol_decay_duration | gamedll,clientdll,replicated,cheat | 
citadel_idol_duration_until_decay | gamedll,clientdll,replicated,cheat | 
citadel_idol_orbs_to_spawn | gamedll,cheat | 
citadel_idol_think_bias_interval | gamedll,cheat | 
citadel_in_world_item_panel_dpi | developmentonly,clientdll,defensive | In-world texture resolution scale
citadel_inactive_time_grace_period | developmentonly,gamedll,defensive | How long a player needs to be inactive (i.e. not taking any meaningful actions) before we start putting that time towards their stored inactive time.
citadel_initial_wall_jump_stamina_cost | developmentonly,gamedll,clientdll,replicated,defensive | How much stamina is required, and costs, to perform your first wall jump.
citadel_invert_ping_type | clientdll | Inverts the ping types so single ping would be aggressive and double ping would be passive
citadel_item_draft_enabled | gamedll,clientdll,replicated,release | Use item drafting?  1=only street brawl 2=always
citadel_item_draft_force_all_rares | developmentonly,gamedll,defensive | 
citadel_item_draft_force_draw | developmentonly,gamedll,defensive | Comma-separated list of localized item names to force draft.  Ignores tier requirements.  ex, spirit lifesteal, extra charge
citadel_item_early_gold_duration | gamedll,cheat | 
citadel_item_glow_local_dist | clientdll,cheat | 
citadel_item_idol_label_offset | clientdll,cheat | 
citadel_item_neutral_gold_label_offset | clientdll,cheat | 
citadel_item_pickup_fall_tolerance | gamedll,cheat | 
citadel_item_pickup_fallrate | gamedll,cheat | 
citadel_item_purchases_force_enhanced | gamedll,cheat | While true, all items purchased/drafted will be enhanced
citadel_item_rejuvenator_label_offset | clientdll,cheat | 
citadel_item_sell_price_ratio | developmentonly,gamedll,clientdll,replicated | 
citadel_item_used_text_height_offset | developmentonly,clientdll | How much higher item used text show up.
citadel_jump_overhead_clearance | developmentonly,gamedll,clientdll,replicated,defensive | Distance above player step height that needs to be clear to allow for jumping
citadel_keybind_default_hold_duration | developmentonly,clientdll | 
citadel_keybindings_cloud_disable | developmentonly,clientdll,defensive | 
citadel_koth_early_warning_time | gamedll,clientdll,replicated,cheat | 
citadel_koth_enabled | developmentonly,gamedll,clientdll,replicated | 
citadel_koth_respawn_interval | gamedll,clientdll,replicated,cheat | 
citadel_koth_reward_base | gamedll,clientdll,replicated,cheat | 
citadel_koth_reward_buff_count | gamedll,clientdll,replicated,cheat | 
citadel_koth_reward_time_multiplier | gamedll,clientdll,replicated,cheat | 
citadel_koth_spawn_initial_delay | gamedll,clientdll,replicated,cheat | 
citadel_koth_spawn_location_deck_count | gamedll,clientdll,replicated,cheat | 
citadel_koth_spawn_window | gamedll,clientdll,replicated,cheat | 
citadel_koth_warning_time | gamedll,clientdll,replicated,cheat | 
citadel_lane_matchups_mmr_variance | gamedll,release | specifies how much of a gap between MMR's we allow to randomize lane assignment
citadel_lane_swap_available_duration | gamedll,clientdll,replicated,cheat | How long lane swap is available, including pre-match time. Set to 0 to disable.
citadel_language_and_english_hero_names | developmentonly,clientdll,defensive | For data gathering.
citadel_language_and_english_mod_names | developmentonly,clientdll,defensive | For data gathering.
citadel_lash_ground_strike_debug | developmentonly,gamedll | 
citadel_last_used_hero_builds | clientdll,release | 
citadel_leaderboard_cache_duration | developmentonly,clientdll | Number of seconds before re-requesting data for the leaderboard
citadel_leaderboard_empty_cache_duration | developmentonly,clientdll | Number of seconds before re-requesting data for the leaderboard
citadel_lethal_damage_tracking_time | developmentonly,gamedll,replicated | Time window for damage to be considered lethal
citadel_life_stats_ignore_rebirth | developmentonly,gamedll | When set to true, we will ignore stats being reset for a lifetime when the player comes back from rebirth
citadel_life_stats_ignore_rejuv | developmentonly,gamedll | When set to true, we will ignore stats being reset for a lifetime when the player comes back from rejuvinator
citadel_locally_lock_heroes | developmentonly,clientdll,defensive | When set to true, the client will act as if the heroes are locked even if the GC says that they aren't. Useful for testing purposes
citadel_log_idle_time | developmentonly,gamedll | 
citadel_log_in_combat_state | developmentonly,gamedll,defensive | Enable to log extended MODIFIER_STATE_IN_COMBAT
citadel_loot_table_spew_flattened_table | gamedll,clientdll,replicated,cheat | 
citadel_loot_table_spew_modifications | gamedll,clientdll,replicated,cheat | 
citadel_mantle_cancelling_allowed | gamedll,clientdll,replicated,cheat | Pulling away from the mantle interrupts it, putting you into falling state early.
citadel_mantle_debug | developmentonly,gamedll,clientdll,replicated | 
citadel_mantle_horizontal_movement_distance | developmentonly,gamedll,clientdll,replicated | How far forward the mantle will move the player onto the ledge
citadel_mantle_max_height | gamedll,clientdll,replicated,cheat | How high the maximum mantle is
citadel_mantle_probe_depth | developmentonly,gamedll,clientdll,replicated | How far in front of player to trace when looking for mantle ledges.
citadel_match_abandoned_display_time | developmentonly,clientdll | 
citadel_match_data_allow_meta_prefix | developmentonly,gamedll,defensive | A comma separated list of prefixes that will allow for recording of track groups to the metadata file
citadel_match_data_block_meta_prefix | developmentonly,gamedll,defensive | A comma separated list of prefixes that will block recording of track groups to the metadata file
citadel_match_data_incombat_duration | developmentonly,gamedll,defensive | 
citadel_match_data_interval | developmentonly,gamedll,defensive | 
citadel_match_data_max_path_samples | developmentonly,gamedll,defensive | 
citadel_match_data_path_sample_interval_s | developmentonly,gamedll,defensive | 
citadel_match_details_failure_delay_s | developmentonly,clientdll,defensive | 
citadel_match_details_flip_teams | developmentonly,clientdll | 
citadel_match_details_lane_stats_time | developmentonly,clientdll | 
citadel_match_history_failure_delay_s | developmentonly,clientdll,defensive | 
citadel_match_intro_duration_full | gamedll,cheat | How long pre-match is until we start the match in the full version
citadel_match_intro_duration_simple | gamedll,cheat | How long pre-match is until we start the match in the simple version.
citadel_match_intro_force_enabled | developmentonly,gamedll,clientdll,replicated | 
citadel_match_intro_style | developmentonly,gamedll,clientdll,replicated | 0 = none, 1 = pregame simple, 2 = pregame full, 3 = in map
citadel_max_disconnected_time | developmentonly,gamedll,defensive | How long a player needs to be disconnected before they count as a leaver and get punished.
citadel_max_disconnected_time_pregame | developmentonly,gamedll,defensive | How long a player needs to be disconnected during pregame before they count as a leaver and get punished.
citadel_max_path_detour | developmentonly,gamedll | Max detour for pathing calculations.
citadel_max_reconnect_time_secs | developmentonly,clientdll | Max time to attempt a reconnect after a crash.
citadel_max_videomode_matches | developmentonly,clientdll,defensive | Max number of video resolutions to show in UI.
citadel_medic_minion_sight_range | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_melee_damage_scale | developmentonly,gamedll | 
citadel_melee_draw_traces | developmentonly,gamedll,defensive | 
citadel_melee_heavymelee_push_force | developmentonly,gamedll | 
citadel_melee_heavymelee_push_force_vs_tiny | developmentonly,gamedll | 
citadel_melee_heavymelee_toss_force_vs_tiny_min | developmentonly,gamedll | 
citadel_melee_hit_delay_max_time | developmentonly,gamedll,defensive | 
citadel_melee_shake_amplitude | developmentonly,gamedll,defensive | 
citadel_melee_shake_duration | developmentonly,gamedll,defensive | 
citadel_melee_shake_frequency | developmentonly,gamedll,defensive | 
citadel_metal_expire_time | developmentonly,gamedll | 
citadel_midboss_initial_spawn_time_override | developmentonly,gamedll | If positive, override initial spawn time (in seconds) for midboss
citadel_midboss_spawn_interval_override | developmentonly,gamedll | If positive, override initial spawn interval (in seconds) for midboss
citadel_min_accel_speed | gamedll,clientdll,replicated,cheat | How fast we accelerate depends on our move speed - this lower bound ensures it doesn't go below ground friction
citadel_min_match_minutes_for_replay | developmentonly,gamedll,defensive | The minimum number of minutes a match needs to be in order to be considered valid for replay uploading
citadel_minimap_arrow_show_distance_down | developmentonly,gamedll | 
citadel_minimap_arrow_show_distance_up | developmentonly,gamedll | 
citadel_minimap_draw_fow | clientdll,cheat | 
citadel_minimap_koth_trooper_size | clientdll,release | 
citadel_minimap_local_player_width | clientdll,release | 
citadel_minimap_max_icon_shrink | clientdll,release | 
citadel_minimap_npc_reveal_duration | developmentonly,gamedll | 
citadel_minimap_objective_damaged_reveal_duration | developmentonly,gamedll | 
citadel_minimap_overlap_scan_distance | clientdll,release | 
citadel_minimap_player_width | clientdll,release | 
citadel_minimap_show_hitboxes | developmentonly,clientdll | 
citadel_minimap_spectator_fow_team_view | clientdll,release | Which team to view the minimap as when freeflying
citadel_minimap_teleporter_active_dist | developmentonly,clientdll,defensive | 
citadel_minimap_teleporter_height_dist | developmentonly,clientdll,defensive | 
citadel_minimap_teleporter_nearby_dist | developmentonly,clientdll,defensive | 
citadel_minimap_trooper_size | clientdll,release | 
citadel_minimap_unit_click_radius | clientdll,release | 
citadel_minimap_use_effects | developmentonly,clientdll | 
citadel_minimap_zip_line_thickness | clientdll,release | 
citadel_minimum_fire_rate | gamedll,clientdll,replicated,cheat | Minimum value possible for fire rate
citadel_minimum_players_to_show_postgame | developmentonly,clientdll | 
citadel_minion_distance_to_owner | developmentonly,gamedll | 
citadel_minion_gold_reward | developmentonly,gamedll,defensive | 
citadel_minion_gold_reward_bonus_per_minute | developmentonly,gamedll,defensive | 
citadel_mm_server_command | developmentonly,clientdll | Allows sending up a command string for the match maker to run on the server (dev only)
citadel_mobile_resupply_healthbar_pos | developmentonly,clientdll,defensive | 
citadel_model_hit_size_debug | developmentonly,clientdll | Turn on some model hit size debug visuals
citadel_modifier_history_show_time | developmentonly,clientdll | 
citadel_modifier_hud_message_display_clear | developmentonly,clientdll | 
citadel_modifier_hud_message_display_min_panel_count | developmentonly,clientdll | 
citadel_modifier_hud_message_display_time | developmentonly,clientdll | 
citadel_move_goal_tolerance | gamedll,cheat | Some extra tolerance for considering an NPC moved to a goal; can be reduced as we fix other issues
citadel_movement_debugdraw | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_plane_overlap_mult | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_resolve_origin | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_skyclip_push_distance | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_skyclip_push_min_force | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_slip_accel | developmentonly,gamedll,clientdll,replicated | 
citadel_movement_solver_iterations | developmentonly,gamedll,clientdll,replicated | 
citadel_movespeed_bonus_max | developmentonly,gamedll,clientdll,replicated | Maximum Value for Movespeed bonuses (Diminishing Returns) in Hu
citadel_mvp_enabled | developmentonly,gamedll | -1 = force disabled, 0 = default, 1 = force enabled
citadel_mvp_score_kda_ratio | developmentonly,gamedll | Use a KDA ratio for the mvp score instead of the real algorithm.
citadel_nano_debugcatform | developmentonly,gamedll,clientdll,replicated | 
citadel_nano_set_shouldercat_bodygroup | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_napalm_projectile_show_debug | developmentonly,gamedll,clientdll,replicated | 
citadel_necro_skele_use_new_motor | gamedll,release | 
citadel_neutral_camp_spawn_per_tick_limit | developmentonly,gamedll | Spawn this many neutral camps per tick (this is a limit, so if it's 1, we'll only spawn one per tick (perf)). Set this value to something large to effectively remove the limit. 0 or negative will prevent spawning.
citadel_neutral_gold_ratio | developmentonly,gamedll | What percent of gold is transfered instantly on neutral kills
citadel_neutral_initial_spawn_time_override | developmentonly,gamedll | If positive, override initial spawn time (in seconds) for all neutral camps
citadel_neutral_spawn_enabled | developmentonly,gamedll | set to false to prevent any neutrals from spawning
citadel_neutral_spawn_interval_override | developmentonly,gamedll | If positive, override initial spawn interval (in seconds) for all neutral camps
citadel_neutral_spawn_range | developmentonly,gamedll | Prevent spawning of neutrals if a player is in this range
citadel_neutral_weakpoints_enabled | developmentonly,gamedll | 
citadel_new_player_flow_visible | clientdll,release | Are we still showing the new player instructions
citadel_new_player_progress | clientdll,release | Tracks the local settings for the new player progress so they can be synchronized with the GC for client authoratative progress
citadel_new_years_fireworks_epoch_override | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_new_years_fireworks_force_start | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_news_entries_list_request_count | developmentonly,clientdll | 
citadel_news_entries_seen | clientdll,release | 
citadel_news_entry_override_latest | developmentonly,clientdll | 
citadel_no_orbs_on_hero_kill | gamedll,clientdll,replicated,cheat | 
citadel_no_orbs_on_objective_kill | gamedll,clientdll,replicated,cheat | 
citadel_npc_ag2_enable | developmentonly,gamedll,replicated,release | Enable AG2 in NPCs
citadel_npc_allow_climb | gamedll,replicated,cheat | Allow NPCs to climb.
citadel_npc_allow_jump_down | gamedll,replicated,cheat | Allow NPCs to follow any drop-down navigation links.
citadel_npc_debug_enemies | developmentonly,gamedll | Draws a line to the enemy
citadel_npc_debug_look_target | developmentonly,gamedll | 
citadel_npc_disable_cockroaches | developmentonly,gamedll,replicated,defensive | Disable Cockroaches
citadel_npc_disable_floor_point_caching | developmentonly,gamedll | 
citadel_npc_dps_multiplier | gamedll,clientdll,replicated,cheat | Increase weapon damage for testing
citadel_npc_force_animate_every_tick | developmentonly,gamedll | 
citadel_npc_jump_gravity_mult | developmentonly,gamedll | 
citadel_npc_max_direct_follow_distance | developmentonly,gamedll | For far before a following NPC uses an approximate path to get to their follow target, instead of a direct calculation.
citadel_npc_push_speed | developmentonly,gamedll | How quickly NPCs push their friends away
citadel_npc_shoot_check_sphere_size | developmentonly,gamedll | How large a radius sphere we use for checking if an NPC can shoot a target
citadel_npc_spawn_enabled | developmentonly,gamedll | set to false to prevent any NPC from spawning
citadel_npc_trooper_celebration_percent | developmentonly,gamedll | percent amount of troopers in the area to celebrate
citadel_npc_trooper_celebration_radius | developmentonly,gamedll | radius to collect enemy troopers near a destroyed objective to do celebration pose
citadel_num_matches_in_profile_history | developmentonly,clientdll | 
citadel_num_team_pauses_allowed | developmentonly,gamedll,defensive | Number of times a team is allowed to pause the game. 0 Means unbounded
citadel_observer_roaming_speed | clientdll | 
citadel_one_on_one_match | gamedll,clientdll,replicated,release | 
citadel_one_on_one_match_starting_gold | gamedll,clientdll,replicated,cheat,release | 
citadel_only_think_thinkable_abilities | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_orb_allow_deny | developmentonly,gamedll,clientdll,replicated | Whether or not we allow denies.
citadel_orb_debug_draw_state | developmentonly,gamedll | Set to non-zero to draw state of orb. Value will be duration for state to linger after orb expires.
citadel_orb_debug_draw_velocity_lines | developmentonly,gamedll | 
citadel_orb_experiment_staticlifetime | gamedll,replicated,cheat | 
citadel_orb_expire_percentage | developmentonly,gamedll | The percent of money you get when an orb expires.
citadel_orb_lagcomp_buffer_contested | developmentonly,gamedll | Extra time for an orb to linger to allow lag compensated players to contest
citadel_orb_lagcomp_buffer_uncontested | developmentonly,gamedll | Extra time for an orb to linger to allow lag compensated players to contest
citadel_orb_required_bullets_to_claim_override | developmentonly,gamedll,clientdll,replicated,defensive | When > 0, defines the number of bullets that need to hit an orb to claim it, otherwise uses the hero defined values.
citadel_orb_velocity_decay_in_lagcomp | developmentonly,gamedll | Decay velocity to 0 by this amount during lag comp window
citadel_outer_radius_scaler | developmentonly,clientdll,defensive | 
citadel_party_invite_in_game | clientdll,release | When set, only users in game can be invited
citadel_passive_items_area_display_time | developmentonly,clientdll | 
citadel_passthrough_fakewall_combat_lockout_time | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_passthrough_fakewall_draw_debug | developmentonly,gamedll,defensive | 
citadel_pause_allow_immediate_if_single_player | developmentonly,gamedll,defensive | When there is only a single player on the server, set whether or not we allow for instant pausing/unpausing
citadel_pause_cooldown_time | developmentonly,gamedll,defensive | Number of seconds before a player is allowed to pause again
citadel_pause_count | developmentonly,gamedll,defensive | Number of times a player is allowed to pause the game. 0 Means unbounded
citadel_pause_countdown | gamedll,cheat | Countdown timer to pause after a user has pressed pause
citadel_pause_force_unpause_time | developmentonly,gamedll,defensive | Number of seconds after which the game will automatically unpause
citadel_pause_game_pause_silently | developmentonly,clientdll,defensive | When set, we don't show the pause dialog when paused
citadel_pause_matchtime_before_allow | developmentonly,gamedll,defensive | How much match time before pausing is allowed by clients
citadel_pause_minimum_time | gamedll,cheat | Disables unpausing for this many seconds after a pause occurs
citadel_pause_resume_time | developmentonly,gamedll,defensive | Number of seconds resuming is restricted to the same team, after that either team can pause
citadel_pause_resume_time_disconnected | developmentonly,gamedll,defensive | Number of seconds resuming is restricted to the same team if someone disconnected, after that either team can pause
citadel_pending_incoming_heal_min_change_for_update | developmentonly,clientdll | 
citadel_pending_replay_force_failure | developmentonly,clientdll,defensive | 
citadel_pending_replay_num_retries | developmentonly,clientdll,defensive | 
citadel_pending_replay_retry_seconds | developmentonly,clientdll,defensive | 
citadel_per_unit_hotkeys_checked | clientdll | 
citadel_per_weapon_per_surface_impact_effects | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_perf_interval_report_s | developmentonly,gamedll | The interval that we record performance stats to the log at measured in seconds
citadel_perf_long_frame_time_threshold_ms | developmentonly,gamedll | The time in milliseconds where if a frame is beyond this, count it as a long frame
citadel_perf_short_idle_time_threshold_ms | developmentonly,gamedll | The amount of time in milliseconds where if we have less than this in idle time, count it as a low idle frame
citadel_ping_allow_responses_to_yourself | developmentonly,clientdll | Allow you to respond to yourself.
citadel_ping_indicator_display_time | developmentonly,clientdll | 
citadel_ping_indicator_duration | developmentonly,clientdll | The amount of time the in-world ping indicator stays.
citadel_ping_indicator_duration_for_bosses | developmentonly,clientdll | The amount of time the in-world ping indicator stays when a boss pings itself.
citadel_ping_wheel_activation_radius | developmentonly,clientdll | LEGACY. See: citadel_show_chat_wheel_angle_threshold. Increase this to change how much you have to move your mouse to make the mousewheel visible.
citadel_play_page_fake_brawl_wins | developmentonly,clientdll | 
citadel_play_page_fake_data | developmentonly,clientdll | 
citadel_play_page_fake_normal_losses | developmentonly,clientdll | 
citadel_play_page_fake_normal_wins | developmentonly,clientdll | 
citadel_play_page_finished_tutorial | developmentonly,clientdll | 
citadel_play_stats_laning_end_time | developmentonly,gamedll | 
citadel_player_aim_at_hero_query_angle | developmentonly,clientdll | 
citadel_player_aim_at_hero_query_distance | developmentonly,clientdll | 
citadel_player_aim_at_hero_query_half_width | developmentonly,clientdll | 
citadel_player_aim_at_hero_query_interval | developmentonly,clientdll | 
citadel_player_anim_debug | developmentonly,clientdll | Draws debug animation state when enabled.
citadel_player_attack_enemy_npc_fow_reveal_duration | gamedll,cheat | How long a player is visible to enemy FOW after attacking an enemy trooper or boss
citadel_player_attack_enemy_player_fow_reveal_duration | gamedll,cheat | How long a player is visible to enemy FOW after attacking an enemy player
citadel_player_crit_multiplier | developmentonly,gamedll,clientdll,replicated | How much to scale damage when landing crits against Players
citadel_player_damage_from_trooper_scale | developmentonly,gamedll | 
citadel_player_dash_breakable_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_dash_breakable_lookahead | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_dash_breakable_radius | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_dash_down_stamina_cost | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_dash_stamina_cost | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_player_data_velocity_bucket_fast | developmentonly,gamedll,defensive | 
citadel_player_data_velocity_bucket_normal | developmentonly,gamedll,defensive | 
citadel_player_data_velocity_bucket_slow | developmentonly,gamedll,defensive | 
citadel_player_death_no_heroes_respawn_penalty | developmentonly,gamedll | 
citadel_player_debug_animgraph_movement | developmentonly,gamedll,clientdll,replicated,defensive | Visually show the movement data for the player from the AnimGraph
citadel_player_fov_default | developmentonly,gamedll,clientdll,replicated | Default player FOV
citadel_player_glow_disabled | clientdll,cheat,release | 
citadel_player_glow_from_teammate_vision_max_range | developmentonly,clientdll | 
citadel_player_glow_when_in_combat | developmentonly,clientdll,cheat | 
citadel_player_glow_when_in_combat_linger | developmentonly,clientdll,cheat | 
citadel_player_gold_comeback_assister_ratio | developmentonly,gamedll,defensive | 
citadel_player_gold_comeback_killer_fraction | developmentonly,gamedll,defensive | 
citadel_player_gold_comeback_multiplier | developmentonly,gamedll,defensive | 
citadel_player_gold_comeback_npc_max_mutliplier_delta | developmentonly,gamedll,defensive | 
citadel_player_gold_comeback_npc_max_mutliplier_value | developmentonly,gamedll,defensive | 
citadel_player_gold_difficulty_multiplier | developmentonly,gamedll,defensive | 
citadel_player_gold_killer_to_assist_ratio | developmentonly,gamedll,defensive | 
citadel_player_gold_per_level_postmax | developmentonly,gamedll,clientdll,replicated,defensive | Gold per 'level' after maxing out rewards
citadel_player_gold_reward_first_kill_bonus | developmentonly,gamedll,defensive | 
citadel_player_gold_reward_max | developmentonly,gamedll,defensive | 
citadel_player_gold_reward_min | developmentonly,gamedll,defensive | 
citadel_player_gold_reward_time | developmentonly,gamedll,defensive | 
citadel_player_ground_dash_max_percent | gamedll,clientdll,replicated,cheat | Max ground dash scale
citadel_player_ground_dash_min_percent | gamedll,clientdll,replicated,cheat | Min ground dash scale
citadel_player_level_hiding_extra_duration | developmentonly,clientdll,defensive | 
citadel_player_move_speed_min | gamedll,clientdll,replicated,cheat | Min walk speed
citadel_player_move_speed_scale | gamedll,clientdll,replicated,cheat | Scales how fast players can move
citadel_player_neutral_gold_drop_min | developmentonly,gamedll,defensive | 
citadel_player_neutral_gold_drop_min_increase_per_minute | developmentonly,gamedll,defensive | 
citadel_player_neutral_gold_duration | developmentonly,gamedll,defensive | 
citadel_player_neutral_gold_fallrate | developmentonly,gamedll,defensive | 
citadel_player_outline_allies | developmentonly,clientdll | 
citadel_player_outline_enemies | developmentonly,clientdll | 
